                        i                        t                       dt                    alpha                   alpha0                      a_s                       A1                       A2                       A5                       b1                       b2                       b5                        c                      Cd0                      Cm0                 C_nalpha                    eta_e                        M                     T_f0                      T_p                     T_V0                     T_VL                        U                 x_cp_bar                  alpha_e                  alpha_f           alpha_filt_cur              Cn_alpha_nc          Cn_alpha_q_circ            Cn_alpha_q_nc                    Cn_FS            C_nalpha_circ                   Cn_pot                 Cn_prime          Cn_prime_minus1                Cn_q_circ                  Cn_q_nc                     Cn_v              Cn_v_minus1                      C_V                  dalpha0                       Df                Df_minus1                       Dp                Dp_minus1                       ds                FirstPass                   fprime            fprime_minus1              fprimeprime                  k_alpha                 Kalpha_f             Kprime_alpha      Kprime_alpha_minus1                 Kprime_q          Kprime_q_minus1                       kq                       Kq                     Kq_f                   sigma1                   sigma3                  T_alpha                      T_f                      T_q                    tau_V                      T_V                    q_cur                  q_f_cur                       X1                X1_minus1                       X2                X2_minus1                       X3                X3_minus1                       X4                X4_minus1                    Cc_FS                   Cc_pot                     Df_c              Df_c_minus1                 fprime_c          fprime_c_minus1            fprimeprime_c          Gonzalez_factor                  sigma1c                     T_fc              Cm_alpha_nc                Cm_common                    Cm_FS                     Cm_v                Cm_q_circ                  Cm_q_nc                     Df_m              Df_m_minus1                 fprime_m          fprime_m_minus1            fprimeprime_m            Kprimeprime_q     Kprimeprime_q_minus1                K3prime_q         K3prime_q_minus1                  sigma1m                     T_fm                       Cn                       Cc                       Cl                       Cd                       Cm
     0.23822073893522E-43     0.12000000000000E+01     0.10000000000000E+00     0.89324531488324E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21234065499732E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71134119424103E+02     0.20000000000000E+00     0.16672606818311E+00     0.89369376310774E-01     0.89328137002410E-01    -0.10985519286170E-03     0.10242301051853E+01    -0.10912594848987E-03     0.10177237023783E+01     0.61431911418943E+01     0.10241209792369E+01     0.10242073789169E+01     0.10248305952691E+01    -0.93419245242448E-04     0.72924437183007E-06     0.00000000000000E+00     0.00000000000000E+00     0.63038576132655E-02     0.16668112945080E+00     0.11015807277871E-03     0.98648647142157E-04    -0.86399680069897E-04    -0.77888835594187E-04     0.68201456782458E+01     0.00000000000000E+00     0.99088519077829E+00     0.99074660460385E+00     0.99077503270551E+00     0.11872560230415E+01    -0.10517770419989E-02    -0.12294424029960E-07    -0.12145756815750E-07    -0.24379627015969E-10    -0.33656242964837E-10     0.11149548800485E+01    -0.29750793686419E-04    -0.29738464561800E-04     0.50000000000000E+00     0.10000000000000E+01     0.55446628299953E-02     0.60000000000000E+01     0.52070057010028E-02     0.00000000000000E+00     0.60000000000000E+01    -0.30944851918148E-04    -0.30843242699456E-04    -0.31401127183331E-04    -0.28207162714899E-04    -0.13537605127538E-04    -0.12232406015427E-04    -0.93616103366787E-06    -0.92241188522516E-06    -0.38256139317935E-06    -0.37785375642829E-06     0.91469056887229E-01     0.91488874281917E-01     0.25646520625826E-03     0.23003357463937E-03     0.14397366483981E+01     0.14390112032333E+01     0.14394801831919E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01     0.27463798215425E-04     0.27941987668714E-04    -0.12388298227030E+00     0.00000000000000E+00     0.34727251939724E-06     0.13091693389158E-06    -0.76374991824780E-05    -0.68631569076219E-05    -0.35293171455052E-01    -0.35271571899532E-01    -0.35285533955870E-01    -0.10154302707477E-19    -0.14017610064717E-19    -0.25253070074006E-12    -0.24942643815455E-12     0.10000000000000E+01     0.30000000000000E+01     0.10183035400396E+01     0.84994970983673E-01     0.10218258275850E+01     0.61824614704232E-02    -0.12388298227030E+00
     0.23822073893522E-43     0.13000000000000E+01     0.10000000000000E+00     0.89208470708363E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21233811022716E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71133266926099E+02     0.20000000000000E+00     0.16661488802995E+00     0.89257858528053E-01     0.89212424499952E-01    -0.12049628435002E-03     0.10235465250601E+01    -0.11976364747350E-03     0.10171208758487E+01     0.61431876656549E+01     0.10234267614126E+01     0.10235217246827E+01     0.10242073789169E+01    -0.10258597565619E-03     0.73263687651899E-06     0.00000000000000E+00     0.00000000000000E+00     0.62032995882369E-02     0.16656541694834E+00     0.12181313867924E-03     0.11015807277871E-03    -0.94963270166987E-04    -0.86399680069897E-04     0.68200639430584E+01     0.00000000000000E+00     0.99103783061062E+00     0.99088519077829E+00     0.99091601747194E+00     0.11872542377643E+01    -0.11536438955956E-02    -0.12350881724570E-07    -0.12294424029960E-07    -0.93218364099480E-11    -0.24379627015969E-10     0.11149548945908E+01    -0.29881151109042E-04    -0.29876436724972E-04     0.50000000000000E+00     0.10000000000000E+01     0.55446544924845E-02     0.60000000000000E+01     0.52070057689175E-02     0.00000000000000E+00     0.60000000000000E+01    -0.33932967029052E-04    -0.33830882092235E-04    -0.34622206912698E-04    -0.31401127183331E-04    -0.14848874694897E-04    -0.13537605127538E-04    -0.94431583172424E-06    -0.93616103366787E-06    -0.38443730571067E-06    -0.38256139317935E-06     0.91304800408315E-01     0.91309020199466E-01     0.11091241287085E-03     0.25646520625826E-03     0.14400000000000E+01     0.14397366483981E+01     0.14398890875871E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01     0.30124071087505E-04     0.30636512666126E-04    -0.12388241786056E+00     0.00000000000000E+00     0.38091551956775E-06     0.13152605905366E-06    -0.84202159966188E-05    -0.76374991824780E-05    -0.35316961438554E-01    -0.35293171455052E-01    -0.35308541222557E-01    -0.38827611845175E-20    -0.10154302707477E-19    -0.25374711917916E-12    -0.25253070074006E-12     0.10000000000000E+01     0.30000000000000E+01     0.10176999621185E+01     0.84830647251951E-01     0.10212107207798E+01     0.61737649602911E-02    -0.12388241786056E+00
     0.23822073893522E-43     0.14000000000000E+01     0.10000000000000E+00     0.89082299872540E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21233533886929E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71132338521212E+02     0.20000000000000E+00     0.16649358268182E+00     0.89136219872998E-01     0.89086599400322E-01    -0.13106288291716E-03     0.10228006932450E+01    -0.13033536222233E-03     0.10164657204451E+01     0.61431838799434E+01     0.10226703578828E+01     0.10227738453172E+01     0.10235217246827E+01    -0.11170173842684E-03     0.72752069482851E-06     0.00000000000000E+00     0.00000000000000E+00     0.60929356992479E-02     0.16643959184871E+00     0.13351613526661E-03     0.12181313867924E-03    -0.10348743443217E-03    -0.94963270166987E-04     0.68199749301258E+01     0.00000000000000E+00     0.99120452565916E+00     0.99103783061062E+00     0.99107100952390E+00     0.11872522935091E+01    -0.12547941112923E-02    -0.12263811611172E-07    -0.12350881724570E-07     0.14123774239135E-10    -0.93218364099480E-11     0.11149549103889E+01    -0.29660248056527E-04    -0.29667391279180E-04     0.50000000000000E+00     0.10000000000000E+01     0.55446454125223E-02     0.60000000000000E+01     0.52070058426967E-02     0.00000000000000E+00     0.60000000000000E+01    -0.36898991834705E-04    -0.36797616535203E-04    -0.37839852582216E-04    -0.34622206912698E-04    -0.16150980531575E-04    -0.14848874694897E-04    -0.94362426246724E-06    -0.94431583172424E-06    -0.38189967039339E-06    -0.38443730571067E-06     0.91113004495004E-01     0.91113438065494E-01     0.11420566853284E-04     0.11091241287085E-03     0.14400000000000E+01     0.14400000000000E+01     0.14399885794331E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01     0.32765720729290E-04     0.33310652704640E-04    -0.12388222297371E+00     0.00000000000000E+00     0.41432432942797E-06     0.13060764592177E-06    -0.92039027589854E-05    -0.84202159966188E-05    -0.35342942074160E-01    -0.35316961438554E-01    -0.35333738171401E-01     0.58831181319581E-20    -0.38827611845175E-20    -0.25202010565626E-12    -0.25374711917916E-12     0.10000000000000E+01     0.30000000000000E+01     0.10170439898611E+01     0.84638778326374E-01     0.10205410508794E+01     0.61776677666402E-02    -0.12388222297371E+00
     0.23822073893522E-43     0.15000000000000E+01     0.10000000000000E+00     0.88946281710006E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21233234636051E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71131336030771E+02     0.20000000000000E+00     0.16636233901472E+00     0.89004654151685E-01     0.88950918255861E-01    -0.14136827989738E-03     0.10219937592184E+01    -0.14065872980143E-03     0.10157596333997E+01     0.61431797922002E+01     0.10218531004886E+01     0.10219649328716E+01     0.10227738453172E+01    -0.12061245006110E-03     0.70955009595358E-06     0.00000000000000E+00     0.00000000000000E+00     0.59728546387993E-02     0.16630391070425E+00     0.14511429053970E-03     0.13351613526661E-03    -0.11183238296994E-03    -0.10348743443217E-03     0.68198788140720E+01     0.00000000000000E+00     0.99138506309461E+00     0.99120452565916E+00     0.99123994880408E+00     0.11872501940859E+01    -0.13534398808618E-02    -0.11959972949575E-07    -0.12263811611172E-07     0.49541565510723E-10     0.14123774239135E-10     0.11149549274018E+01    -0.28909071238638E-04    -0.28934128561298E-04     0.50000000000000E+00     0.10000000000000E+01     0.55446356079027E-02     0.60000000000000E+01     0.52070059221497E-02     0.00000000000000E+00     0.60000000000000E+01    -0.39789898958568E-04    -0.39691024364514E-04    -0.41007402820357E-04    -0.37839852582216E-04    -0.17420907650083E-04    -0.16150980531575E-04    -0.92940960692755E-06    -0.94362426246724E-06    -0.37268973587446E-06    -0.38189967039339E-06     0.90902500270870E-01     0.90902544813306E-01     0.11760047656151E-05     0.11420566853284E-04     0.14400000000000E+01     0.14400000000000E+01     0.14399988239952E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01     0.35342069974345E-04     0.35916360260152E-04    -0.12388246475951E+00     0.00000000000000E+00     0.44690877936577E-06     0.12738150644132E-06    -0.99770794245554E-05    -0.92039027589854E-05    -0.35371080177751E-01    -0.35342942074160E-01    -0.35361103098327E-01     0.20636950498464E-19     0.58831181319581E-20    -0.24584218637537E-12    -0.25202010565626E-12     0.10000000000000E+01     0.30000000000000E+01     0.10163370221980E+01     0.84428195506985E-01     0.10198190029032E+01     0.61858066900629E-02    -0.12388246475951E+00
     0.23822073893522E-43     0.16000000000000E+01     0.10000000000000E+00     0.88800948272948E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21232914388567E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71130263201699E+02     0.20000000000000E+00     0.16622157664419E+00     0.88863591135345E-01     0.88805904016330E-01    -0.15113726194130E-03     0.10211283035349E+01    -0.15046463146434E-03     0.10150054264653E+01     0.61431754177178E+01     0.10209778389034E+01     0.10210976302886E+01     0.10219649328716E+01    -0.12909053730874E-03     0.67263047696544E-06     0.00000000000000E+00     0.00000000000000E+00     0.58433219008800E-02     0.16615889646472E+00     0.15637647097528E-03     0.14511429053970E-03    -0.11979138518325E-03    -0.11183238296994E-03     0.68197759541418E+01     0.00000000000000E+00     0.99157890857872E+00     0.99138506309461E+00     0.99142253210774E+00     0.11872479473374E+01    -0.14469461956565E-02    -0.11336663666086E-07    -0.11959972949575E-07     0.10174896322253E-09     0.49541565510723E-10     0.11149549455558E+01    -0.27376680777930E-04    -0.27428146487232E-04     0.50000000000000E+00     0.10000000000000E+01     0.55446251152518E-02     0.60000000000000E+01     0.52070060069317E-02     0.00000000000000E+00     0.60000000000000E+01    -0.42527567036361E-04    -0.42433833761878E-04    -0.44055450290042E-04    -0.41007402820357E-04    -0.18624729185334E-04    -0.17420907650083E-04    -0.89506650757283E-06    -0.92940960692755E-06    -0.35363840643781E-06    -0.37268973587446E-06     0.90677157086815E-01     0.90677161662247E-01     0.12110034863583E-06     0.11760047656151E-05     0.14400000000000E+01     0.14400000000000E+01     0.14399998788997E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01     0.37784315485326E-04     0.38382867800113E-04    -0.12388323770308E+00     0.00000000000000E+00     0.47779883966572E-06     0.12075347512148E-06    -0.10722488126551E-04    -0.99770794245554E-05    -0.35401292463676E-01    -0.35371080177751E-01    -0.35390569975549E-01     0.42386359391359E-19     0.20636950498464E-19    -0.23309822151136E-12    -0.24584218637537E-12     0.10000000000000E+01     0.30000000000000E+01     0.10155818743244E+01     0.84202768477407E-01     0.10190477268730E+01     0.61951618732329E-02    -0.12388323770308E+00
     0.23822073893522E-43     0.17000000000000E+01     0.10000000000000E+00     0.88647219226593E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21232575082034E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71129126524814E+02     0.20000000000000E+00     0.16607205239787E+00     0.88713802208035E-01     0.88652463235654E-01    -0.15997328987385E-03     0.10202089801596E+01    -0.15936488309935E-03     0.10142079462223E+01     0.61431707829769E+01     0.10200496152765E+01     0.10201766809560E+01     0.10210976302886E+01    -0.13680749777808E-03     0.60840677450471E-06     0.00000000000000E+00     0.00000000000000E+00     0.57048615563803E-02     0.16600545568404E+00     0.16696235195644E-03     0.15637647097528E-03    -0.12706567948608E-03    -0.11979138518325E-03     0.68196669726571E+01     0.00000000000000E+00     0.99178505793286E+00     0.99157890857872E+00     0.99161809558091E+00     0.11872455668526E+01    -0.15315167247807E-02    -0.10253107638713E-07    -0.11336663666086E-07     0.17697234860066E-09     0.10174896322253E-09     0.11149549647309E+01    -0.24719267192884E-04    -0.24808786721427E-04     0.50000000000000E+00     0.10000000000000E+01     0.55446139980327E-02     0.60000000000000E+01     0.52070060964821E-02     0.00000000000000E+00     0.60000000000000E+01    -0.44999493755650E-04    -0.44914707152746E-04    -0.46883154232956E-04    -0.44055450290042E-04    -0.19713559590573E-04    -0.18624729185334E-04    -0.83146178094520E-06    -0.89506650757283E-06    -0.32039879432924E-06    -0.35363840643781E-06     0.90438688651208E-01     0.90438689121145E-01     0.12470890957867E-07     0.12110034863583E-06     0.14400000000000E+01     0.14400000000000E+01     0.14399999875291E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01     0.39993322468463E-04     0.40608286846992E-04    -0.12388467326601E+00     0.00000000000000E+00     0.50574081644578E-06     0.10922356208325E-06    -0.11414856371632E-04    -0.10722488126551E-04    -0.35433422430530E-01    -0.35401292463676E-01    -0.35422007574158E-01     0.73726407726560E-19     0.42386359391359E-19    -0.21088721621320E-12    -0.23309822151136E-12     0.10000000000000E+01     0.30000000000000E+01     0.10147833987731E+01     0.83964211501523E-01     0.10182322072184E+01     0.62054348571722E-02    -0.12388467326601E+00
     0.23822073893522E-43     0.18000000000000E+01     0.10000000000000E+00     0.88486558493365E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21232219795900E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71127936316265E+02     0.20000000000000E+00     0.16591500002519E+00     0.88556541475424E-01     0.88492041410881E-01    -0.16731888597023E-03     0.10192433754396E+01    -0.16681309040454E-03     0.10133748946481E+01     0.61431659300540E+01     0.10190765623492E+01     0.10192097962719E+01     0.10201766809560E+01    -0.14330058659133E-03     0.50579556569401E-06     0.00000000000000E+00     0.00000000000000E+00     0.55583671145840E-02     0.16584503385927E+00     0.17638371640714E-03     0.16696235195644E-03    -0.13323392268172E-03    -0.12706567948608E-03     0.68195528587023E+01     0.00000000000000E+00     0.99200183797339E+00     0.99178505793286E+00     0.99182545425698E+00     0.11872430742324E+01    -0.16018147180975E-02    -0.85225817389074E-08    -0.10253107638713E-07     0.28272652616220E-09     0.17697234860066E-09     0.11149549847435E+01    -0.20481142317981E-04    -0.20624164855938E-04     0.50000000000000E+00     0.10000000000000E+01     0.55446023571240E-02     0.60000000000000E+01     0.52070061899441E-02     0.00000000000000E+00     0.60000000000000E+01    -0.47047607987448E-04    -0.46977118625996E-04    -0.49347495331544E-04    -0.46883154232956E-04    -0.20618670584173E-04    -0.19713559590573E-04    -0.72633084471761E-06    -0.83146178094520E-06    -0.26719988161358E-06    -0.32039879432924E-06     0.90189338511552E-01     0.90189338559814E-01     0.12842988392162E-08     0.12470890957867E-07     0.14400000000000E+01     0.14400000000000E+01     0.14399999987157E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01     0.41829721492558E-04     0.42449495501675E-04    -0.12388695115463E+00     0.00000000000000E+00     0.52897205934441E-06     0.90801949773289E-07    -0.12018123603479E-04    -0.11414856371632E-04    -0.35467209326669E-01    -0.35433422430530E-01    -0.35455191203065E-01     0.11778955056206E-18     0.73726407726560E-19    -0.17535902018281E-12    -0.21088721621320E-12     0.10000000000000E+01     0.30000000000000E+01     0.10139493069972E+01     0.83714768992798E-01     0.10173803190398E+01     0.62166018058991E-02    -0.12388695115463E+00
     0.23822073893522E-43     0.19000000000000E+01     0.10000000000000E+00     0.88321171125495E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21231853156529E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71126708074371E+02     0.20000000000000E+00     0.16575230857253E+00     0.88393725574217E-01     0.88326818479708E-01    -0.17241374506214E-03     0.10182431047793E+01    -0.17206291699608E-03     0.10125178585232E+01     0.61431609221522E+01     0.10180710418623E+01     0.10182087611315E+01     0.10192097962719E+01    -0.14793714222038E-03     0.35082806605940E-06     0.00000000000000E+00     0.00000000000000E+00     0.54052461968423E-02     0.16567981092810E+00     0.18396027498981E-03     0.17638371640714E-03    -0.13771926914592E-03    -0.13323392268172E-03     0.68194350982139E+01     0.00000000000000E+00     0.99222665130921E+00     0.99200183797339E+00     0.99204269103422E+00     0.11872405019311E+01    -0.16505621682947E-02    -0.59097848119750E-08    -0.85225817389074E-08     0.42695809820409E-09     0.28272652616220E-09     0.11149550053255E+01    -0.14088781565406E-04    -0.14304779474429E-04     0.50000000000000E+00     0.10000000000000E+01     0.55445903440930E-02     0.60000000000000E+01     0.52070062860647E-02     0.00000000000000E+00     0.60000000000000E+01    -0.48456486143988E-04    -0.48407592257225E-04    -0.51251317484469E-04    -0.49347495331544E-04    -0.21246326952274E-04    -0.20618670584173E-04    -0.56391347468852E-06    -0.72633084471761E-06    -0.18675884996005E-06    -0.26719988161358E-06     0.89932423499612E-01     0.89932423504569E-01     0.13226707385181E-09     0.12842988392162E-08     0.14400000000000E+01     0.14400000000000E+01     0.14399999998677E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01     0.43103436265536E-04     0.43711505528837E-04    -0.12389031039735E+00     0.00000000000000E+00     0.54508845685140E-06     0.62980806450406E-07    -0.12482351738780E-04    -0.12018123603479E-04    -0.35502248384394E-01    -0.35467209326669E-01    -0.35489766032655E-01     0.17788885105576E-18     0.11778955056206E-18    -0.12165871256228E-12    -0.17535902018281E-12     0.10000000000000E+01     0.30000000000000E+01     0.10130912000525E+01     0.83457759068862E-01     0.10165039011230E+01     0.62286575093143E-02    -0.12389031039735E+00
     0.23822073893522E-43     0.20000000000000E+01     0.10000000000000E+00     0.88154229868368E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21231481803034E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71125464040162E+02     0.20000000000000E+00     0.16558673348359E+00     0.88228145747427E-01     0.88159934354362E-01    -0.17426299009878E-03     0.10172251104757E+01    -0.17413564162043E-03     0.10116534899917E+01     0.61431558499612E+01     0.10170509748341E+01     0.10171907377509E+01     0.10182087611315E+01    -0.14988646263547E-03     0.12734847834573E-06     0.00000000000000E+00     0.00000000000000E+00     0.52475983797248E-02     0.16551292680275E+00     0.18877841211453E-03     0.18396027498981E-03    -0.13976291680040E-03    -0.13771926914592E-03     0.68193158236014E+01     0.00000000000000E+00     0.99245567337610E+00     0.99222665130921E+00     0.99226689496398E+00     0.11872378965262E+01    -0.16682361297110E-02    -0.21426196313613E-08    -0.59097848119750E-08     0.61568912261050E-09     0.42695809820409E-09     0.11149550260993E+01    -0.48805013008040E-05    -0.51919973052198E-05     0.50000000000000E+00     0.10000000000000E+01     0.55445781764632E-02     0.60000000000000E+01     0.52070063830817E-02     0.00000000000000E+00     0.60000000000000E+01    -0.48944536274069E-04    -0.48926788929099E-04    -0.52332806429578E-04    -0.51251317484469E-04    -0.21473874409521E-04    -0.21246326952274E-04    -0.32534900538523E-06    -0.56391347468852E-06    -0.70633173950622E-07    -0.18675884996005E-06     0.89672696216240E-01     0.89672696216749E-01     0.13622432613006E-10     0.13226707385181E-09     0.14400000000000E+01     0.14400000000000E+01     0.14399999999864E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01     0.43565747524695E-04     0.44139551186785E-04    -0.12389505563655E+00     0.00000000000000E+00     0.55094399704666E-06     0.22859665043096E-07    -0.12741016207522E-04    -0.12482351738780E-04    -0.35537943611051E-01    -0.35502248384394E-01    -0.35525202594843E-01     0.25653611901980E-18     0.17788885105576E-18    -0.44167950489318E-13    -0.12165871256228E-12     0.10000000000000E+01     0.30000000000000E+01     0.10122257506244E+01     0.83197936161357E-01     0.10156199631154E+01     0.62415807296515E-02    -0.12389505563655E+00
     0.23822073893522E-43     0.21000000000000E+01     0.10000000000000E+00     0.87990095251009E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21231114841015E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71124234717400E+02     0.20000000000000E+00     0.16542211416538E+00     0.88063684919190E-01     0.87995709189706E-01    -0.17164141987144E-03     0.10162129992342E+01    -0.17182192735743E-03     0.10108046445010E+01     0.61431508378513E+01     0.10160411773068E+01     0.10161796001652E+01     0.10171907377509E+01    -0.14812011925368E-03    -0.18050748598770E-06     0.00000000000000E+00     0.00000000000000E+00     0.50884126866109E-02     0.16534870163810E+00     0.18967222752903E-03     0.18877841211453E-03    -0.13842285839053E-03    -0.13976291680040E-03     0.68191979594823E+01     0.00000000000000E+00     0.99268353940665E+00     0.99245567337610E+00     0.99249386717912E+00     0.11872353219022E+01    -0.16431095963586E-02     0.30460374336847E-08    -0.21426196313613E-08     0.84811349088904E-09     0.61568912261050E-09     0.11149550465556E+01     0.77899961386331E-05     0.73608834435920E-05     0.50000000000000E+00     0.10000000000000E+01     0.55445661525850E-02     0.60000000000000E+01     0.52070064786158E-02     0.00000000000000E+00     0.60000000000000E+01    -0.48165536660206E-04    -0.48190699437719E-04    -0.52262259492905E-04    -0.52332806429578E-04    -0.21150267792119E-04    -0.21473874409521E-04     0.92429129289291E-08    -0.32534900538523E-06     0.89508527017239E-07    -0.70633173950622E-07     0.89416678597878E-01     0.89416678597930E-01     0.14030548627309E-11     0.13622432613006E-10     0.14400000000000E+01     0.14400000000000E+01     0.14399999999986E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01     0.42910354967860E-04     0.43420609513734E-04    -0.12390154942705E+00     0.00000000000000E+00     0.54266414058377E-06    -0.32409594709345E-07    -0.12710220500119E-04    -0.12741016207522E-04    -0.35573459008227E-01    -0.35537943611051E-01    -0.35560748787727E-01     0.35339816887711E-18     0.25653611901980E-18     0.62634934709837E-13    -0.44167950489318E-13     0.10000000000000E+01     0.30000000000000E+01     0.10113758423937E+01     0.82941824702431E-01     0.10147518474415E+01     0.62553158657035E-02    -0.12390154942705E+00
