                        i                        t                       dt                    alpha                   alpha0                      a_s                       A1                       A2                       A5                       b1                       b2                       b5                        c                      Cd0                      Cm0                 C_nalpha                    eta_e                        M                     T_f0                      T_p                     T_V0                     T_VL                        U                 x_cp_bar                  alpha_e                  alpha_f           alpha_filt_cur              Cn_alpha_nc          Cn_alpha_q_circ            Cn_alpha_q_nc                    Cn_FS            C_nalpha_circ                   Cn_pot                 Cn_prime          Cn_prime_minus1                Cn_q_circ                  Cn_q_nc                     Cn_v              Cn_v_minus1                      C_V                  dalpha0                       Df                Df_minus1                       Dp                Dp_minus1                       ds                FirstPass                   fprime            fprime_minus1              fprimeprime                  k_alpha                 Kalpha_f             Kprime_alpha      Kprime_alpha_minus1                 Kprime_q          Kprime_q_minus1                       kq                       Kq                     Kq_f                   sigma1                   sigma3                  T_alpha                      T_f                      T_q                    tau_V                      T_V                    q_cur                  q_f_cur                       X1                X1_minus1                       X2                X2_minus1                       X3                X3_minus1                       X4                X4_minus1                    Cc_FS                   Cc_pot                     Df_c              Df_c_minus1                 fprime_c          fprime_c_minus1            fprimeprime_c          Gonzalez_factor                  sigma1c                     T_fc              Cm_alpha_nc                Cm_common                    Cm_FS                     Cm_v                Cm_q_circ                  Cm_q_nc                     Df_m              Df_m_minus1                 fprime_m          fprime_m_minus1            fprimeprime_m            Kprimeprime_q     Kprimeprime_q_minus1                K3prime_q         K3prime_q_minus1                  sigma1m                     T_fm                       Cn                       Cc                       Cl                       Cd                       Cm
     0.23822073893522E-43     0.32000000000000E+01     0.10000000000000E+00     0.87879562628438E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21230590197143E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71122477160428E+02     0.20000000000000E+00     0.16517247152912E+00     0.87824443000240E-01     0.87874972818818E-01     0.13965268727418E-03     0.10146782233012E+01     0.13846018438304E-03     0.10102489297396E+01     0.61431436722332E+01     0.10148166834856E+01     0.10147087173720E+01     0.10139342815217E+01     0.11785907579183E-03    -0.11925028911354E-05     0.87169835916202E-04     0.67711694872348E-04     0.46856128218179E-02     0.16522796526721E+00    -0.61563164516983E-04    -0.51788097856514E-04     0.10796611363908E-03     0.92621786073208E-04     0.68190294497055E+01     0.00000000000000E+00     0.99301569751749E+00     0.99319089885513E+00     0.99307726068201E+00     0.11872316409234E+01     0.13368777003597E-02     0.20097586043628E-07     0.28470117911835E-07    -0.13688416143663E-08    -0.12772652843751E-08     0.11149550756778E+01     0.47928052616572E-04     0.48620693822018E-04     0.10000000000000E+01     0.10000000000000E+01     0.55445489618648E-02     0.30000000000000E+01     0.52070066146208E-02     0.00000000000000E+00     0.60000000000000E+01     0.39376426391977E-04     0.39210204625745E-04     0.38281123803476E-04     0.31723769831235E-04     0.17212614286690E-04     0.15080035076528E-04     0.19434716618259E-05     0.25351820440603E-05     0.63441276315231E-06     0.89465762740078E-06     0.89169478472311E-01     0.89169478472311E-01     0.19435134815013E-22     0.18868752077343E-21     0.14400000000000E+01     0.14400000000000E+01     0.14400000000000E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01    -0.34913171818545E-04    -0.35568799363545E-04    -0.12403561803973E+00     0.00000000000000E+00    -0.44154728995477E-06    -0.21408025504543E-06     0.95973698980117E-05     0.80745224749762E-05    -0.35625232997747E-01    -0.35652545622719E-01    -0.35634830367645E-01    -0.57042271153258E-18    -0.53228191233222E-18     0.41387226003764E-12     0.58644074447930E-12     0.10000000000000E+01     0.30000000000000E+01     0.10108194119462E+01     0.82694561480417E-01     0.10141765480087E+01     0.63406257475613E-02    -0.12403561803973E+00
     0.23822073893522E-43     0.33000000000000E+01     0.10000000000000E+00     0.88024325237860E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21230883920852E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71123461134854E+02     0.20000000000000E+00     0.16531098600381E+00     0.87963148257846E-01     0.88019388292230E-01     0.15048780039858E-03     0.10155298007933E+01     0.14974174479209E-03     0.10109919179849E+01     0.61431476839047E+01     0.10156795425381E+01     0.10155614668916E+01     0.10147087173720E+01     0.12802148098542E-03    -0.74605560648958E-06     0.10164087251599E-03     0.87169835916202E-04     0.48156460341465E-02     0.16537238074062E+00    -0.68166686058711E-04    -0.61563164516983E-04     0.11807564650422E-03     0.10796611363908E-03     0.68191237904941E+01     0.00000000000000E+00     0.99282305408476E+00     0.99301569751749E+00     0.99289122077082E+00     0.11872337017397E+01     0.14406092303116E-02     0.12575003529825E-07     0.20097586043628E-07    -0.12298194942274E-08    -0.13688416143663E-08     0.11149550593917E+01     0.29795940732292E-04     0.30418205728700E-04     0.10000000000000E+01     0.10000000000000E+01     0.55445585861842E-02     0.30000000000000E+01     0.52070065385619E-02     0.00000000000000E+00     0.60000000000000E+01     0.42356020465206E-04     0.42252033386453E-04     0.42848378619186E-04     0.38281123803476E-04     0.18546358193935E-04     0.17212614286690E-04     0.13594970029545E-05     0.19434716618259E-05     0.39926253074850E-06     0.63441276315231E-06     0.89391325473767E-01     0.89391325473767E-01     0.20017889134459E-23     0.19435134815013E-22     0.14400000000000E+01     0.14400000000000E+01     0.14400000000000E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01    -0.37621950099645E-04    -0.38231676656482E-04    -0.12403543523083E+00     0.00000000000000E+00    -0.47579514506279E-06    -0.13393141177363E-06     0.10627066447606E-04     0.95973698980117E-05    -0.35595200155120E-01    -0.35625232997747E-01    -0.35605827221567E-01    -0.51246752172487E-18    -0.57042271153258E-18     0.25887517869569E-12     0.41387226003764E-12     0.10000000000000E+01     0.30000000000000E+01     0.10115633375114E+01     0.82916491134210E-01     0.10149361748401E+01     0.63317691165631E-02    -0.12403543523083E+00
     0.23822073893522E-43     0.34000000000000E+01     0.10000000000000E+00     0.88173981916737E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21231192933516E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71124496327278E+02     0.20000000000000E+00     0.16545699723028E+00     0.88109191205244E-01     0.88168871973092E-01     0.15596402353495E-03     0.10164274676415E+01     0.15558698090352E-03     0.10117618217320E+01     0.61431519044608E+01     0.10165830546224E+01     0.10164593286281E+01     0.10155614668916E+01     0.13345922138484E-03    -0.37704263143115E-06     0.11138980469380E-03     0.10164087251599E-03     0.49546921118726E-02     0.16552186442148E+00    -0.72017573340743E-04    -0.68166686058711E-04     0.12372599438845E-03     0.11807564650422E-03     0.68192230419250E+01     0.00000000000000E+00     0.99262052686006E+00     0.99282305408476E+00     0.99269254443340E+00     0.11872358698056E+01     0.14930450612229E-02     0.63567135421611E-08     0.12575003529825E-07    -0.10165284096349E-08    -0.12298194942274E-08     0.11149550422083E+01     0.14858307084759E-04     0.15372624576442E-04     0.10000000000000E+01     0.10000000000000E+01     0.55445687113755E-02     0.30000000000000E+01     0.52070064583133E-02     0.00000000000000E+00     0.60000000000000E+01     0.43841851173682E-04     0.43789301275043E-04     0.45647270469017E-04     0.42848378619186E-04     0.19219920734929E-04     0.18546358193935E-04     0.83867694227287E-06     0.13594970029545E-05     0.20426643428363E-06     0.39926253074850E-06     0.89622457151500E-01     0.89622457151500E-01     0.20617434981770E-24     0.20017889134459E-23     0.14400000000000E+01     0.14400000000000E+01     0.14400000000000E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01    -0.38991005883738E-04    -0.39551789792677E-04    -0.12403283029715E+00     0.00000000000000E+00    -0.49309930006946E-06    -0.67684608869162E-07     0.11227652511530E-04     0.10627066447606E-04    -0.35563625770740E-01    -0.35595200155120E-01    -0.35574853423252E-01    -0.42356970273612E-18    -0.51246752172487E-18     0.13080128682455E-12     0.25887517869569E-12     0.10000000000000E+01     0.30000000000000E+01     0.10123342102543E+01     0.83147708401200E-01     0.10157234548733E+01     0.63212248683934E-02    -0.12403283029715E+00
     0.23822073893522E-43     0.35000000000000E+01     0.10000000000000E+00     0.88324588585130E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21231508715784E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71125554197876E+02     0.20000000000000E+00     0.16560607986074E+00     0.88258192735820E-01     0.88319441783228E-01     0.15724062389551E-03     0.10173440191606E+01     0.15715275726333E-03     0.10125381523189E+01     0.61431562175499E+01     0.10175011719178E+01     0.10173753819602E+01     0.10164593286281E+01     0.13514622678739E-03    -0.87866632187689E-07     0.11702550281449E-03     0.11138980469380E-03     0.50981658257625E-02     0.16567243423162E+00    -0.73626415142238E-04    -0.72017573340743E-04     0.12578995766473E-03     0.12372599438845E-03     0.68193244676775E+01     0.00000000000000E+00     0.99241421813956E+00     0.99262052686006E+00     0.99248784455470E+00     0.11872380853462E+01     0.15052806224700E-02     0.14833229121188E-08     0.63567135421611E-08    -0.79661585885243E-09    -0.10165284096349E-08     0.11149550245963E+01     0.31789246332068E-05     0.35819552234625E-05     0.10000000000000E+01     0.10000000000000E+01     0.55445790582810E-02     0.30000000000000E+01     0.52070063760622E-02     0.00000000000000E+00     0.60000000000000E+01     0.44159743637002E-04     0.44147499641784E-04     0.46978182189756E-04     0.45647270469017E-04     0.19376188684638E-04     0.19219920734929E-04     0.40514523157713E-06     0.83867694227287E-06     0.51121437883280E-07     0.20426643428363E-06     0.89856491941901E-01     0.89856491941901E-01     0.21234219617705E-25     0.20617434981770E-24     0.14400000000000E+01     0.14400000000000E+01     0.14400000000000E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01    -0.39310155973879E-04    -0.39823052648153E-04    -0.12402840600185E+00     0.00000000000000E+00    -0.49712582971376E-06    -0.15770844560989E-07     0.11478586770910E-04     0.11227652511530E-04    -0.35531461564946E-01    -0.35563625770740E-01    -0.35542940151717E-01    -0.33192065468720E-18    -0.42356970273612E-18     0.30471289455583E-13     0.13080128682455E-12     0.10000000000000E+01     0.30000000000000E+01     0.10131115159750E+01     0.83381829470560E-01     0.10165174188261E+01     0.63095570522066E-02    -0.12402840600185E+00
     0.23822073893522E-43     0.36000000000000E+01     0.10000000000000E+00     0.88473177110768E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21231824629567E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71126612509049E+02     0.20000000000000E+00     0.16575479825017E+00     0.88406752840139E-01     0.88468096052788E-01     0.15534640258435E-03     0.10182583346844E+01     0.15547686292427E-03     0.10133053478904E+01     0.61431605325086E+01     0.10184138115473E+01     0.10182887251352E+01     0.10173753819602E+01     0.13397151037898E-03     0.13046033991563E-06     0.11928352530924E-03     0.11702550281449E-03     0.52424351672669E-02     0.16582108850118E+00    -0.73491784400447E-04    -0.73626415142238E-04     0.12508641213196E-03     0.12578995766473E-03     0.68194259356710E+01     0.00000000000000E+00     0.99220884097210E+00     0.99241421813956E+00     0.99228233275650E+00     0.11872403017878E+01     0.14871627371958E-02    -0.21964766706911E-08     0.14833229121188E-08    -0.60145744452077E-09    -0.79661585885243E-09     0.11149550069239E+01    -0.56244645609135E-05    -0.53201860748942E-05     0.10000000000000E+01     0.10000000000000E+01     0.55445894093942E-02     0.30000000000000E+01     0.52070062935296E-02     0.00000000000000E+00     0.60000000000000E+01     0.43597297180911E-04     0.43615481749475E-04     0.47148318169730E-04     0.46978182189756E-04     0.19141932836867E-04     0.19376188684638E-04     0.61630546119621E-07     0.40514523157713E-06    -0.64687880237316E-07     0.51121437883280E-07     0.90088549989045E-01     0.90088549989045E-01     0.21868716116134E-26     0.21234219617705E-25     0.14400000000000E+01     0.14400000000000E+01     0.14400000000000E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01    -0.38836600646089E-04    -0.39304305044368E-04    -0.12402268941350E+00     0.00000000000000E+00    -0.49112804526215E-06     0.23423646982527E-07     0.11457596059139E-04     0.11478586770910E-04    -0.35499442630971E-01    -0.35531461564946E-01    -0.35510900227030E-01    -0.25059372305951E-18    -0.33192065468720E-18    -0.45247876325470E-13     0.30471289455583E-13     0.10000000000000E+01     0.30000000000000E+01     0.10138796736008E+01     0.83613972784440E-01     0.10173021349578E+01     0.62972371705229E-02    -0.12402268941350E+00
     0.23822073893522E-43     0.37000000000000E+01     0.10000000000000E+00     0.88617571253946E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21232135601888E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71127654266326E+02     0.20000000000000E+00     0.16590057006206E+00     0.88552314765216E-01     0.88612631242776E-01     0.15112168558972E-03     0.10191545389946E+01     0.15141260535875E-03     0.10140519010880E+01     0.61431647800451E+01     0.10193059516000E+01     0.10191836400972E+01     0.10182887251352E+01     0.13067546111693E-03     0.29091976902988E-06     0.11888602397015E-03     0.11928352530924E-03     0.53847259731287E-02     0.16596562369116E+00    -0.72047596995730E-04    -0.73491784400447E-04     0.12231150281675E-03     0.12508641213196E-03     0.68195258165222E+01     0.00000000000000E+00     0.99200791665116E+00     0.99220884097210E+00     0.99207996424816E+00     0.11872424835391E+01     0.14467344275783E-02    -0.49013066705453E-08    -0.21964766706911E-08    -0.44205446228937E-09    -0.60145744452077E-09     0.11149549894762E+01    -0.12086637547984E-04    -0.11863012855746E-04     0.10000000000000E+01     0.10000000000000E+01     0.55445995984981E-02     0.30000000000000E+01     0.52070062120464E-02     0.00000000000000E+00     0.60000000000000E+01     0.42388633426113E-04     0.42429179579414E-04     0.46432948139569E-04     0.47148318169730E-04     0.18620680967953E-04     0.19141932836867E-04    -0.20083714526072E-06     0.61630546119621E-07    -0.14990315243488E-06    -0.64687880237316E-07     0.90314999978139E-01     0.90314999978139E-01     0.22521422076193E-27     0.21868716116134E-26     0.14400000000000E+01     0.14400000000000E+01     0.14400000000000E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01    -0.37780421397431E-04    -0.38205955052205E-04    -0.12401610882050E+00     0.00000000000000E+00    -0.47776313425387E-06     0.52229479479235E-07     0.11232353413960E-04     0.11457596059139E-04    -0.35468118187568E-01    -0.35499442630971E-01    -0.35479350540982E-01    -0.18417103477999E-18    -0.25059372305951E-18    -0.10087266827911E-12    -0.45247876325470E-13     0.10000000000000E+01     0.30000000000000E+01     0.10146271616834E+01     0.83840505770299E-01     0.10180658185702E+01     0.62846394105949E-02    -0.12401610882050E+00
     0.23822073893522E-43     0.38000000000000E+01     0.10000000000000E+00     0.88756207003263E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21232437801618E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71128666635421E+02     0.20000000000000E+00     0.16604150151928E+00     0.88693002370074E-01     0.88751462193193E-01     0.14521895946464E-03     0.10200209895420E+01     0.14562540781260E-03     0.10147694794068E+01     0.61431689078258E+01     0.10201666149498E+01     0.10200485926378E+01     0.10191836400972E+01     0.12584118784567E-03     0.40644834795954E-06     0.11646855872371E-03     0.11888602397015E-03     0.55229767308189E-02     0.16610445464158E+00    -0.69646064988288E-04    -0.72047596995730E-04     0.11802231197926E-03     0.12231150281675E-03     0.68196228797144E+01     0.00000000000000E+00     0.99181400844234E+00     0.99200791665116E+00     0.99188365450733E+00     0.11872446037225E+01     0.13902409783094E-02    -0.68490664721231E-08    -0.49013066705453E-08    -0.31828463011396E-09    -0.44205446228937E-09     0.11149549724716E+01    -0.16734933469326E-04    -0.16573929007955E-04     0.10000000000000E+01     0.10000000000000E+01     0.55446095000711E-02     0.30000000000000E+01     0.52070061326323E-02     0.00000000000000E+00     0.60000000000000E+01     0.40715140079180E-04     0.40771784681667E-04     0.45060313520024E-04     0.46432948139569E-04     0.17892808781776E-04     0.18620680967953E-04    -0.39589438066280E-06    -0.20083714526072E-06    -0.21131347851794E-06    -0.14990315243488E-06     0.90533194095459E-01     0.90533194095459E-01     0.23192858661114E-28     0.22521422076193E-27     0.14400000000000E+01     0.14400000000000E+01     0.14400000000000E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01    -0.36304739866160E-04    -0.36690864931143E-04    -0.12400899619566E+00     0.00000000000000E+00    -0.45909422935908E-06     0.72969164376080E-07     0.10857799105970E-04     0.11232353413960E-04    -0.35437888010389E-01    -0.35468118187568E-01    -0.35448745809495E-01    -0.13259954614048E-18    -0.18417103477999E-18    -0.14090066706254E-12    -0.10087266827911E-12     0.10000000000000E+01     0.30000000000000E+01     0.10153456375930E+01     0.84058779701521E-01     0.10187999330623E+01     0.62720504204103E-02    -0.12400899619566E+00
     0.23822073893522E-43     0.39000000000000E+01     0.10000000000000E+00     0.88887979335775E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21232728355707E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71129639991620E+02     0.20000000000000E+00     0.16617623127440E+00     0.88827466211122E-01     0.88883468005405E-01     0.13812879321098E-03     0.10208493167006E+01     0.13861699018162E-03     0.10154521570046E+01     0.61431728766006E+01     0.10209879336908E+01     0.10208752862582E+01     0.10200485926378E+01     0.11991174767354E-03     0.48819697063833E-06     0.11255381109175E-03     0.11646855872371E-03     0.56556884338999E-02     0.16623646045379E+00    -0.66560404914152E-04    -0.69646064988288E-04     0.11264743262887E-03     0.11802231197926E-03     0.68197162024564E+01     0.00000000000000E+00     0.99162894142428E+00     0.99181400844234E+00     0.99169550182919E+00     0.11872466421832E+01     0.13223780056965E-02    -0.82275947715445E-08    -0.68490664721231E-08    -0.22522980075041E-09    -0.31828463011396E-09     0.11149549560766E+01    -0.20021472527808E-04    -0.19907545386590E-04     0.10000000000000E+01     0.10000000000000E+01     0.55446190199871E-02     0.30000000000000E+01     0.52070060560652E-02     0.00000000000000E+00     0.60000000000000E+01     0.38712992826399E-04     0.38781027433964E-04     0.43210438903976E-04     0.45060313520024E-04     0.17018740490747E-04     0.17892808781776E-04    -0.53766813423336E-06    -0.39589438066280E-06    -0.25480160978911E-06    -0.21131347851794E-06     0.90741232967823E-01     0.90741232967823E-01     0.23883569975150E-29     0.23192858661114E-28     0.14400000000000E+01     0.14400000000000E+01     0.14400000000000E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01    -0.34532198302745E-04    -0.34881226137710E-04    -0.12400160083102E+00     0.00000000000000E+00    -0.43667241756462E-06     0.87644582600205E-07     0.10376555509546E-04     0.10857799105970E-04    -0.35409036714519E-01    -0.35437888010389E-01    -0.35419413270029E-01    -0.93828285807193E-19    -0.13259954614048E-18    -0.16920677068061E-12    -0.14090066706254E-12     0.10000000000000E+01     0.30000000000000E+01     0.10160291683345E+01     0.84266894551805E-01     0.10194984044981E+01     0.62596844725012E-02    -0.12400160083102E+00
     0.23822073893522E-43     0.40000000000000E+01     0.10000000000000E+00     0.89012120400569E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21233005118181E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71130567145906E+02     0.20000000000000E+00     0.16630379806335E+00     0.88954752991472E-01     0.89007869156728E-01     0.13021225152002E-03     0.10216336102413E+01     0.13075733550204E-03     0.10160957922699E+01     0.61431766570489E+01     0.10217643675768E+01     0.10216578596726E+01     0.10208752862582E+01     0.11321581841228E-03     0.54508398201748E-06     0.10755260908581E-03     0.11255381109175E-03     0.57817911253467E-02     0.16636086160512E+00    -0.62996103676253E-04    -0.66560404914152E-04     0.10650790425698E-03     0.11264743262887E-03     0.68198050954847E+01     0.00000000000000E+00     0.99145398811838E+00     0.99162894142428E+00     0.99151698422205E+00     0.11872485838681E+01     0.12466016581380E-02    -0.91871347866689E-08    -0.82275947715445E-08    -0.15674095477064E-09    -0.22522980075041E-09     0.11149549404181E+01    -0.22306741732457E-04    -0.22227461679609E-04     0.10000000000000E+01     0.10000000000000E+01     0.55446280879451E-02     0.30000000000000E+01     0.52070059829379E-02     0.00000000000000E+00     0.60000000000000E+01     0.36482318653153E-04     0.36558278152650E-04     0.41020596301681E-04     0.43210438903976E-04     0.16042945466535E-04     0.17018740490747E-04    -0.63875118023592E-06    -0.53766813423336E-06    -0.28508674741915E-06    -0.25480160978911E-06     0.90937773920069E-01     0.90937773920069E-01     0.24594122746008E-30     0.23883569975150E-29     0.14400000000000E+01     0.14400000000000E+01     0.14400000000000E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01    -0.32553062880006E-04    -0.32866845341207E-04    -0.12399410581016E+00     0.00000000000000E+00    -0.41163926055293E-06     0.97856799352142E-07     0.98206806692551E-05     0.10376555509546E-04    -0.35381762709792E-01    -0.35409036714519E-01    -0.35391583390461E-01    -0.65293936213842E-19    -0.93828285807193E-19    -0.18888890510036E-12    -0.16920677068061E-12     0.10000000000000E+01     0.30000000000000E+01     0.10166736073266E+01     0.84463507184739E-01     0.10201569850461E+01     0.62476989527655E-02    -0.12399410581016E+00
     0.23822073893522E-43     0.41000000000000E+01     0.10000000000000E+00     0.89128106462054E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21233266489543E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71131442739968E+02     0.20000000000000E+00     0.16642353525550E+00     0.89074201402641E-01     0.89124133456750E-01     0.12173110685131E-03     0.10223697711412E+01     0.12231505380565E-03     0.10166975449309E+01     0.61431802273132E+01     0.10224920861950E+01     0.10223922465529E+01     0.10216578596726E+01     0.10599312665810E-03     0.58394695434426E-06     0.10177783074065E-03     0.10755260908581E-03     0.59005343907325E-02     0.16647712590514E+00    -0.59104314706062E-04    -0.62996103676253E-04     0.99839642110309E-04     0.10650790425698E-03     0.68198890450593E+01     0.00000000000000E+00     0.99129001601177E+00     0.99145398811838E+00     0.99134912032648E+00     0.11872504175581E+01     0.11654177560176E-02    -0.98428845383371E-08    -0.91871347866689E-08    -0.10708689366810E-09    -0.15674095477064E-09     0.11149549255932E+01    -0.23866613033492E-04    -0.23812450500445E-04     0.10000000000000E+01     0.10000000000000E+01     0.55446366515510E-02     0.30000000000000E+01     0.52070059137030E-02     0.00000000000000E+00     0.60000000000000E+01     0.34095657349804E-04     0.34177029811414E-04     0.38592987961427E-04     0.41020596301681E-04     0.14997661674362E-04     0.16042945466535E-04    -0.70950618167412E-06    -0.63875118023592E-06    -0.30579359354299E-06    -0.28508674741915E-06     0.91121881805856E-01     0.91121881805856E-01     0.25325106267378E-31     0.24594122746008E-30     0.14400000000000E+01     0.14400000000000E+01     0.14400000000000E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01    -0.30432776712827E-04    -0.30712765734887E-04    -0.12398664334343E+00     0.00000000000000E+00    -0.38482234392210E-06     0.10483332186221E-06     0.92137562582562E-05     0.98206806692551E-05    -0.35356201215940E-01    -0.35381762709792E-01    -0.35365414972198E-01    -0.44607726866321E-19    -0.65293936213842E-19    -0.20232140958823E-12    -0.18888890510036E-12     0.10000000000000E+01     0.30000000000000E+01     0.10172761109085E+01     0.84647682132568E-01     0.10207727590537E+01     0.62362079299969E-02    -0.12398664334343E+00
